algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;296;9;0.9;29.6
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;342;5;0.5;34.2
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;336;6;0.6;33.6
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;251;9;0.9;25.1
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;286;8;0.8;28.6
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;228;9;0.9;22.8
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;301;8;0.8;30.1
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;380;9;0.9;38.0
merge;0.001;1000;481;10;1.0;48.1
merge;0.001;1000;142;14;1.4;14.2
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;306;12;1.2;30.6
merge;0.001;1000;205;9;0.9;20.5
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;532;3;0.3;53.2
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;532;3;0.3;53.2
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;294;6;0.6;29.4
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;294;6;0.6;29.4
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;205;9;0.9;20.5
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;205;9;0.9;20.5
merge;0.001;1000;198;10;1.0;19.8
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;205;9;0.9;20.5
merge;0.001;1000;272;10;1.0;27.2
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;205;9;0.9;20.5
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;220;9;0.9;22.0
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;294;6;0.6;29.4
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;294;6;0.6;29.4
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;532;3;0.3;53.2
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;532;3;0.3;53.2
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;281;8;0.8;28.1
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;206;11;1.1;20.6
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;205;9;0.9;20.5
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;244;8;0.8;24.4
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;180;10;1.0;18.0
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;558;8;0.8;55.8
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;254;6;0.6;25.4
merge;0.001;1000;181;8;0.8;18.1
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;179;12;1.2;17.9
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;285;8;0.8;28.5
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;256;5;0.5;25.6
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;512;5;0.5;51.2
merge;0.001;1000;220;10;1.0;22.0
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;242;8;0.8;24.2
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;362;8;0.8;36.2
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;525;5;0.5;52.5
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;255;10;1.0;25.5
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;532;3;0.3;53.2
merge;0.001;1000;532;3;0.3;53.2
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;422;5;0.5;42.2
merge;0.001;1000;417;7;0.7;41.7
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;294;6;0.6;29.4
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;532;3;0.3;53.2
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;284;8;0.8;28.4
merge;0.001;1000;294;6;0.6;29.4
merge;0.001;1000;432;5;0.5;43.2
merge;0.001;1000;351;9;0.9;35.1
merge;0.001;1000;347;6;0.6;34.7
merge;0.001;1000;588;5;0.5;58.8
merge;0.001;1000;284;12;1.2;28.4
merge;0.001;1000;351;7;0.7;35.1
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;228;13;1.3;22.8
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;223;8;0.8;22.3
merge;0.001;1000;409;10;1.0;40.9
merge;0.001;1000;322;7;0.7;32.2
merge;0.001;1000;290;8;0.8;29.0
merge;0.001;1000;240;7;0.7;24.0
merge;0.001;1000;228;13;1.3;22.8
